name,season,age,team_id,pos,g,gs,mp_per_g,fg_pct,fg3_pct,fg2_pct,efg_pct,ft_pct,orb_per_g,drb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,height,weight
Tracy McGrady,2009.0,30.0,HOU,SG,6.0,0.0,7.7,0.368,0.5,0.353,0.395,0.667,0.0,0.8,1.0,0.0,0.3,0.2,0.3,3.2,80,210.0
Tracy McGrady,2009.0,30.0,NYK,SG,24.0,24.0,26.1,0.389,0.242,0.448,0.424,0.754,0.9,2.8,3.9,0.6,0.5,1.8,1.6,9.4,80,210.0
Tracy McGrady,2010.0,31.0,DET,SG,72.0,39.0,23.4,0.442,0.341,0.462,0.471,0.698,0.7,2.8,3.5,0.9,0.5,1.4,1.4,8.0,80,210.0
Tracy McGrady,2011.0,32.0,ATL,SF,52.0,0.0,16.1,0.437,0.455,0.434,0.47,0.675,0.4,2.5,2.1,0.3,0.3,1.0,0.7,5.3,80,210.0
Rodney McGruder,2016.0,25.0,MIA,SG,78.0,65.0,25.2,0.413,0.332,0.488,0.492,0.62,1.2,2.1,1.6,0.6,0.2,0.7,1.8,6.4,76,200.0
Rodney McGruder,2017.0,26.0,MIA,SG,18.0,2.0,16.6,0.493,0.429,0.553,0.596,0.5,0.6,1.2,0.9,0.4,0.2,0.2,1.2,5.1,76,200.0
Dominic McGuire,2008.0,23.0,WAS,SF,79.0,57.0,26.2,0.432,0.5,0.431,0.435,0.725,1.4,4.0,2.5,0.8,0.9,1.2,1.9,4.5,81,220.0
Dominic McGuire,2009.0,24.0,WAS,SF,41.0,0.0,5.9,0.375,0.0,0.375,0.375,0.0,0.4,1.1,0.2,0.1,0.1,0.2,0.8,0.7,81,220.0
Dominic McGuire,2009.0,24.0,SAC,SF,10.0,2.0,6.7,0.333,0.0,0.333,0.333,0.0,0.6,1.2,0.3,0.1,0.1,0.7,0.3,0.8,81,220.0
Dominic McGuire,2010.0,25.0,CHA,SF,52.0,8.0,14.6,0.396,0.0,0.4,0.396,0.769,1.2,2.6,0.8,0.2,0.6,0.5,1.8,3.3,81,220.0
Dominic McGuire,2011.0,26.0,GSW,PF,64.0,6.0,17.6,0.448,0.0,0.456,0.448,0.736,1.1,2.7,1.7,0.7,0.6,0.9,1.6,3.5,81,220.0
Dominic McGuire,2012.0,27.0,TOR,SF,15.0,9.0,15.3,0.469,0.0,0.469,0.469,0.333,0.7,2.5,0.7,0.3,0.5,0.5,1.7,2.1,81,220.0
Dominic McGuire,2012.0,27.0,NOH,SF,9.0,0.0,16.1,0.429,0.0,0.429,0.429,0.5,0.8,2.3,1.0,0.9,0.3,0.6,1.4,2.1,81,220.0
Dominic McGuire,2012.0,27.0,IND,SF,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,81,220.0
Trey McKinney-Jones,2017.0,27.0,IND,SG,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,214.0
Alfonzo McKinnie,2017.0,25.0,TOR,SF,14.0,0.0,3.8,0.533,0.333,0.833,0.633,0.667,0.1,0.4,0.1,0.1,0.1,0.2,0.6,1.5,80,215.0
Ben McLemore,2013.0,20.0,SAC,SG,82.0,55.0,26.7,0.376,0.32,0.419,0.446,0.804,0.6,2.2,1.0,0.5,0.2,1.2,2.5,8.8,77,201.0
Ben McLemore,2014.0,21.0,SAC,SG,82.0,82.0,32.6,0.437,0.358,0.507,0.521,0.813,0.4,2.6,1.7,0.9,0.2,1.7,2.7,12.1,77,201.0
Ben McLemore,2015.0,22.0,SAC,SG,68.0,53.0,21.2,0.429,0.362,0.474,0.502,0.718,0.5,1.7,1.2,0.8,0.1,1.5,2.1,7.8,77,201.0
Ben McLemore,2016.0,23.0,SAC,SG,61.0,26.0,19.3,0.43,0.382,0.462,0.507,0.753,0.3,1.8,0.8,0.5,0.1,1.0,1.8,8.1,77,201.0
Ben McLemore,2017.0,24.0,MEM,SG,56.0,17.0,19.5,0.421,0.346,0.477,0.495,0.828,0.6,1.9,0.9,0.7,0.3,1.1,2.5,7.5,77,201.0
Jerel McNeal,2014.0,27.0,PHO,PG,6.0,0.0,6.0,0.273,0.5,0.222,0.318,1.0,0.0,0.5,0.3,0.5,0.2,0.8,0.8,1.5,75,200.0
Jordan McRae,2015.0,24.0,PHO,PG,7.0,0.0,11.7,0.423,0.273,0.533,0.481,0.8,0.3,0.9,1.4,0.4,0.0,0.9,1.0,5.3,77,179.0
Jordan McRae,2015.0,24.0,CLE,PG,15.0,1.0,7.5,0.442,0.636,0.39,0.51,0.692,0.1,0.7,1.0,0.0,0.1,0.6,0.7,4.1,77,179.0
Jordan McRae,2016.0,25.0,CLE,SG,37.0,4.0,10.4,0.387,0.353,0.404,0.447,0.794,0.2,0.9,0.5,0.2,0.2,0.4,0.8,4.4,77,179.0
Josh McRoberts,2008.0,21.0,IND,PF,33.0,0.0,8.5,0.422,0.0,0.479,0.422,0.769,0.8,1.5,0.5,0.4,0.5,0.4,1.2,2.4,82,240.0
Josh McRoberts,2009.0,22.0,IND,C,42.0,3.0,12.5,0.521,0.348,0.553,0.548,0.5,1.0,2.1,1.0,0.4,0.4,0.5,1.8,4.3,82,240.0
Josh McRoberts,2010.0,23.0,IND,PF,72.0,51.0,22.2,0.547,0.383,0.577,0.576,0.739,1.5,3.8,2.1,0.7,0.8,1.3,2.3,7.4,82,240.0
Josh McRoberts,2011.0,24.0,LAL,PF,50.0,6.0,14.4,0.475,0.429,0.477,0.487,0.639,1.2,2.2,1.0,0.3,0.4,0.6,1.5,2.8,82,240.0
Josh McRoberts,2012.0,25.0,ORL,PF,41.0,3.0,16.7,0.392,0.309,0.439,0.448,0.733,1.0,2.3,1.7,0.2,0.3,0.7,1.6,3.9,82,240.0
Josh McRoberts,2012.0,25.0,CHA,PF,26.0,19.0,30.8,0.505,0.241,0.553,0.524,0.782,2.0,5.2,2.7,0.8,0.6,1.5,2.5,9.3,82,240.0
Josh McRoberts,2013.0,26.0,CHA,PF,78.0,78.0,30.3,0.436,0.361,0.516,0.529,0.729,1.1,3.7,4.3,0.7,0.6,1.1,2.4,8.5,82,240.0
Josh McRoberts,2014.0,27.0,MIA,PF,17.0,4.0,17.4,0.528,0.421,0.588,0.604,0.615,0.4,2.2,1.9,0.7,0.2,1.3,2.4,4.2,82,240.0
Josh McRoberts,2015.0,28.0,MIA,PF,42.0,1.0,14.2,0.372,0.245,0.434,0.412,0.7,0.5,2.0,1.9,0.4,0.2,0.7,1.6,3.6,82,240.0
Josh McRoberts,2016.0,29.0,MIA,PF,22.0,14.0,17.3,0.373,0.419,0.356,0.428,0.667,1.0,2.3,2.3,0.5,0.2,1.0,1.4,4.9,82,240.0
Josh McRoberts,2017.0,30.0,DAL,PF,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82,240.0
Jodie Meeks,2009.0,22.0,MIL,SG,41.0,0.0,11.9,0.362,0.28,0.432,0.427,0.857,0.1,1.6,0.5,0.3,0.1,0.5,0.8,4.1,76,210.0
Jodie Meeks,2009.0,22.0,PHI,SG,19.0,0.0,12.3,0.44,0.38,0.512,0.544,0.722,0.2,1.2,0.9,0.3,0.1,0.3,1.0,5.9,76,210.0
Jodie Meeks,2010.0,23.0,PHI,SG,74.0,64.0,27.9,0.425,0.397,0.468,0.546,0.894,0.3,2.0,1.1,0.9,0.1,0.8,1.3,10.5,76,210.0
Jodie Meeks,2011.0,24.0,PHI,SG,66.0,50.0,24.9,0.409,0.365,0.468,0.513,0.906,0.3,2.2,0.8,0.6,0.0,0.4,1.2,8.4,76,210.0
Jodie Meeks,2012.0,25.0,LAL,SG,78.0,10.0,21.3,0.387,0.357,0.441,0.502,0.896,0.5,1.7,0.9,0.7,0.1,0.7,1.3,7.9,76,210.0
Jodie Meeks,2013.0,26.0,LAL,SG,77.0,70.0,33.2,0.463,0.401,0.514,0.554,0.857,0.4,2.1,1.8,1.4,0.1,1.4,1.5,15.7,76,210.0
Jodie Meeks,2014.0,27.0,DET,SG,60.0,0.0,24.4,0.416,0.349,0.46,0.485,0.906,0.2,1.5,1.3,1.0,0.1,1.0,1.3,11.1,76,210.0
Jodie Meeks,2015.0,28.0,DET,SG,3.0,0.0,14.3,0.35,0.444,0.273,0.45,1.0,0.3,1.3,1.0,0.0,0.0,0.3,0.7,7.3,76,210.0
Jodie Meeks,2016.0,29.0,ORL,SG,36.0,10.0,20.5,0.402,0.409,0.395,0.512,0.878,0.1,2.0,1.3,0.9,0.1,1.0,1.1,9.1,76,210.0
Jodie Meeks,2017.0,30.0,WAS,SG,77.0,0.0,14.5,0.399,0.343,0.464,0.491,0.863,0.2,1.4,0.9,0.4,0.1,0.5,0.7,6.3,76,210.0
Salah Mejri,2015.0,29.0,DAL,C,34.0,6.0,11.7,0.628,0.0,0.636,0.628,0.587,1.2,2.4,0.3,0.2,1.1,0.7,1.6,3.7,86,235.0
Salah Mejri,2016.0,30.0,DAL,C,73.0,11.0,12.4,0.642,0.333,0.649,0.646,0.59,1.3,2.9,0.2,0.4,0.8,0.5,2.1,2.9,86,235.0
Salah Mejri,2017.0,31.0,DAL,C,61.0,1.0,12.0,0.642,0.0,0.657,0.642,0.576,1.4,2.6,0.6,0.4,1.1,0.6,2.0,3.5,86,235.0
Gal Mekel,2013.0,25.0,DAL,PG,31.0,1.0,9.4,0.349,0.25,0.379,0.378,0.667,0.2,0.7,2.0,0.1,0.0,1.0,1.0,2.4,75,191.0
Gal Mekel,2014.0,26.0,NOP,PG,4.0,0.0,10.8,0.15,0.0,0.176,0.15,0.0,0.0,0.3,3.3,0.5,0.0,0.5,0.3,1.5,75,191.0
Fab Melo,2012.0,22.0,BOS,C,6.0,0.0,6.0,0.5,0.0,0.5,0.5,0.25,0.0,0.5,0.0,0.3,0.3,0.2,1.2,1.2,84,255.0
Pops Mensah-Bonsu,2008.0,25.0,SAS,PF,3.0,0.0,6.7,0.714,0.0,0.714,0.714,0.714,1.7,1.7,0.0,0.3,0.3,0.7,2.0,5.0,81,240.0
Pops Mensah-Bonsu,2008.0,25.0,TOR,PF,19.0,0.0,13.8,0.354,0.0,0.362,0.354,0.683,2.6,2.8,0.3,0.4,0.2,0.9,1.9,5.1,81,240.0
Pops Mensah-Bonsu,2009.0,26.0,HOU,PF,4.0,0.0,3.3,0.25,0.0,0.25,0.25,0.5,0.3,0.8,0.3,0.3,0.3,0.0,0.8,1.3,81,240.0
Pops Mensah-Bonsu,2009.0,26.0,TOR,PF,16.0,0.0,6.7,0.414,0.0,0.414,0.414,0.556,0.9,1.0,0.1,0.2,0.5,0.6,1.1,2.1,81,240.0
Pops Mensah-Bonsu,2010.0,27.0,NOH,PF,7.0,0.0,5.0,0.333,0.0,0.333,0.333,0.0,0.4,1.1,0.3,0.0,0.0,0.3,1.6,0.3,81,240.0
Jordan Mickey,2015.0,21.0,BOS,PF,16.0,0.0,3.6,0.364,0.0,0.364,0.364,0.5,0.4,0.4,0.1,0.0,0.7,0.1,0.3,1.3,80,235.0
Jordan Mickey,2016.0,22.0,BOS,PF,25.0,1.0,5.6,0.441,0.0,0.455,0.441,0.571,0.5,0.8,0.3,0.1,0.2,0.4,0.5,1.5,80,235.0
Jordan Mickey,2017.0,23.0,MIA,PF,23.0,3.0,12.3,0.476,0.125,0.561,0.488,0.684,0.8,2.7,0.4,0.3,0.4,0.8,1.6,4.0,80,235.0
Khris Middleton,2012.0,21.0,DET,SG,27.0,0.0,17.6,0.44,0.311,0.5,0.489,0.844,0.1,1.7,1.0,0.6,0.1,0.4,2.0,6.1,80,222.0
Khris Middleton,2013.0,22.0,MIL,SF,82.0,64.0,30.0,0.44,0.414,0.454,0.511,0.861,0.7,3.0,2.1,1.0,0.2,1.5,3.0,12.1,80,222.0
Khris Middleton,2014.0,23.0,MIL,SF,79.0,58.0,30.1,0.467,0.407,0.494,0.53,0.859,0.6,3.8,2.3,1.5,0.1,1.4,2.3,13.4,80,222.0
Khris Middleton,2015.0,24.0,MIL,SG,79.0,79.0,36.1,0.444,0.396,0.466,0.507,0.888,0.6,3.3,4.2,1.7,0.2,2.3,2.6,18.2,80,222.0
Khris Middleton,2016.0,25.0,MIL,SF,29.0,23.0,30.7,0.45,0.433,0.459,0.518,0.88,0.4,3.9,3.4,1.4,0.2,2.2,2.7,14.7,80,222.0
Khris Middleton,2017.0,26.0,MIL,SF,82.0,82.0,36.4,0.466,0.359,0.517,0.524,0.884,0.5,4.7,4.0,1.5,0.3,2.3,3.3,20.1,80,222.0
Chris Mihm,2008.0,29.0,LAL,C,18.0,0.0,5.8,0.375,0.0,0.375,0.375,0.857,0.8,1.1,0.6,0.1,0.3,0.6,1.3,2.0,84,265.0
C.J. Miles,2008.0,21.0,UTA,SG,72.0,72.0,22.5,0.459,0.352,0.509,0.515,0.876,0.6,1.7,1.5,0.6,0.2,0.9,2.6,9.1,78,220.0
C.J. Miles,2009.0,22.0,UTA,SF,63.0,28.0,23.8,0.429,0.341,0.484,0.495,0.695,0.7,2.0,1.7,0.9,0.3,1.3,3.0,9.9,78,220.0
C.J. Miles,2010.0,23.0,UTA,SF,78.0,19.0,25.2,0.407,0.322,0.459,0.468,0.811,0.7,2.6,1.7,0.9,0.5,1.2,2.8,12.8,78,220.0
C.J. Miles,2011.0,24.0,UTA,SG,56.0,14.0,20.4,0.381,0.307,0.416,0.43,0.794,0.5,1.6,1.2,0.8,0.3,0.9,2.2,9.1,78,220.0
C.J. Miles,2012.0,25.0,CLE,SF,65.0,13.0,21.0,0.415,0.384,0.451,0.518,0.869,0.4,2.3,1.0,0.8,0.3,1.1,2.1,11.2,78,220.0
C.J. Miles,2013.0,26.0,CLE,SG,51.0,34.0,19.3,0.435,0.393,0.48,0.537,0.853,0.4,1.7,1.0,0.9,0.3,0.9,2.0,9.9,78,220.0
C.J. Miles,2014.0,27.0,IND,SG,70.0,40.0,26.3,0.398,0.345,0.459,0.491,0.807,0.3,2.8,1.1,0.9,0.4,1.0,1.9,13.5,78,220.0
C.J. Miles,2015.0,28.0,IND,SF,64.0,24.0,22.9,0.409,0.367,0.474,0.521,0.75,0.4,2.3,1.0,0.8,0.5,1.1,2.2,11.8,78,220.0
C.J. Miles,2016.0,29.0,IND,SF,76.0,29.0,23.4,0.434,0.413,0.471,0.565,0.903,0.4,2.6,0.6,0.6,0.3,0.5,2.0,10.7,78,220.0
C.J. Miles,2017.0,30.0,TOR,SF,70.0,3.0,19.1,0.379,0.361,0.434,0.516,0.835,0.3,1.9,0.8,0.5,0.3,0.6,1.9,10.0,78,220.0
Darius Miles,2008.0,27.0,MEM,SF,34.0,0.0,8.8,0.485,0.167,0.505,0.49,0.742,0.6,1.1,0.5,0.3,0.6,0.6,0.9,3.5,81,210.0
Darko Milicic,2008.0,23.0,MEM,C,61.0,15.0,17.0,0.515,0.0,0.515,0.515,0.562,1.4,3.0,0.6,0.4,0.8,0.8,2.2,5.5,84,250.0
Darko Milicic,2009.0,24.0,NYK,C,8.0,0.0,8.9,0.471,0.0,0.471,0.471,0.0,0.6,1.6,0.5,0.5,0.1,0.3,0.9,2.0,84,250.0
Darko Milicic,2009.0,24.0,MIN,C,24.0,18.0,25.6,0.492,0.0,0.495,0.492,0.536,1.8,3.8,1.8,0.8,1.4,1.4,3.1,8.3,84,250.0
Darko Milicic,2010.0,25.0,MIN,C,69.0,69.0,24.4,0.469,0.0,0.469,0.469,0.557,1.9,3.3,1.5,0.8,2.0,2.2,3.3,8.8,84,250.0
Darko Milicic,2011.0,26.0,MIN,C,29.0,23.0,16.3,0.454,0.0,0.454,0.454,0.432,1.2,2.1,0.6,0.3,0.9,1.1,2.0,4.6,84,250.0
Darko Milicic,2012.0,27.0,BOS,C,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,84,250.0
Andre Miller,2008.0,32.0,PHI,PG,82.0,82.0,36.3,0.473,0.283,0.483,0.48,0.826,1.5,3.0,6.5,1.3,0.2,2.4,2.4,16.3,75,200.0
Andre Miller,2009.0,33.0,POR,PG,82.0,66.0,30.5,0.445,0.2,0.469,0.454,0.821,1.0,2.3,5.4,1.1,0.1,2.1,2.1,14.0,75,200.0
Andre Miller,2010.0,34.0,POR,PG,81.0,81.0,32.7,0.46,0.108,0.476,0.462,0.853,1.2,2.5,7.0,1.4,0.1,2.4,2.1,12.7,75,200.0
Andre Miller,2011.0,35.0,DEN,SG,66.0,7.0,27.4,0.438,0.217,0.478,0.455,0.811,0.8,2.5,6.7,1.0,0.1,2.7,2.0,9.7,75,200.0
Andre Miller,2012.0,36.0,DEN,PG,82.0,11.0,26.2,0.479,0.266,0.504,0.493,0.84,0.7,2.2,5.9,0.9,0.1,2.1,1.9,9.6,75,200.0
Andre Miller,2013.0,37.0,DEN,SG,30.0,2.0,19.0,0.458,0.5,0.452,0.49,0.745,0.5,1.9,3.3,0.5,0.2,1.1,1.1,5.9,75,200.0
Andre Miller,2013.0,37.0,WAS,SG,28.0,0.0,14.7,0.46,0.667,0.452,0.471,0.833,0.4,1.6,3.5,0.7,0.1,1.0,1.5,3.8,75,200.0
Andre Miller,2014.0,38.0,WAS,PG,51.0,0.0,12.4,0.542,0.125,0.567,0.546,0.718,0.4,1.1,2.8,0.3,0.0,0.9,1.1,3.6,75,200.0
Andre Miller,2014.0,38.0,SAC,PG,30.0,0.0,20.7,0.459,0.231,0.508,0.48,0.789,0.5,2.0,4.7,0.6,0.1,1.9,1.6,5.7,75,200.0
Andre Miller,2015.0,39.0,MIN,PG,26.0,0.0,10.8,0.621,0.25,0.648,0.629,0.789,0.2,0.7,2.2,0.3,0.0,1.0,1.2,3.4,75,200.0
Andre Miller,2015.0,39.0,SAS,PG,13.0,4.0,13.9,0.479,0.25,0.5,0.49,0.692,0.5,1.6,2.2,0.5,0.0,0.9,1.1,4.3,75,200.0
Brad Miller,2008.0,32.0,SAC,C,43.0,43.0,31.5,0.474,0.465,0.475,0.5,0.801,1.9,6.1,3.4,0.7,0.6,1.9,3.1,11.9,83,244.0
Brad Miller,2008.0,32.0,CHI,C,27.0,0.0,27.6,0.478,0.231,0.493,0.485,0.853,2.5,5.0,3.2,0.8,0.4,1.7,3.3,11.8,83,244.0
Brad Miller,2009.0,33.0,CHI,C,82.0,37.0,23.8,0.43,0.28,0.474,0.462,0.827,1.0,3.9,1.9,0.5,0.4,1.3,2.3,8.8,83,244.0
Brad Miller,2010.0,34.0,HOU,C,60.0,5.0,16.9,0.446,0.374,0.487,0.514,0.83,0.7,3.0,2.4,0.5,0.4,0.9,1.6,6.4,83,244.0
Brad Miller,2011.0,35.0,MIN,C,15.0,1.0,9.7,0.333,0.467,0.167,0.463,0.833,0.3,1.0,1.6,0.3,0.1,0.8,0.7,2.3,83,244.0
Darius Miller,2012.0,22.0,NOH,SF,52.0,2.0,13.3,0.407,0.393,0.423,0.509,1.0,0.2,1.3,0.8,0.3,0.2,0.4,1.7,2.3,80,225.0
Darius Miller,2013.0,23.0,NOP,SF,45.0,7.0,16.1,0.44,0.325,0.539,0.515,0.806,0.2,1.0,1.0,0.5,0.2,0.5,2.0,4.4,80,225.0
Darius Miller,2014.0,24.0,NOP,SF,5.0,1.0,8.6,0.143,0.0,0.167,0.143,0.0,0.0,0.2,0.4,0.2,0.0,0.2,1.6,0.4,80,225.0
Darius Miller,2017.0,27.0,NOP,SF,82.0,3.0,23.7,0.444,0.411,0.535,0.594,0.866,0.2,1.8,1.4,0.3,0.2,0.7,2.0,7.8,80,225.0
Malcolm Miller,2017.0,24.0,TOR,SF,15.0,4.0,8.4,0.464,0.381,0.714,0.607,1.0,0.3,0.7,0.2,0.1,0.1,0.3,0.7,2.5,79,210.0
Mike Miller,2008.0,28.0,MIN,SF,73.0,47.0,32.3,0.482,0.378,0.554,0.559,0.732,1.0,5.6,4.5,0.4,0.4,2.0,1.9,9.9,80,218.0
Mike Miller,2009.0,29.0,WAS,SG,54.0,50.0,33.4,0.501,0.48,0.515,0.596,0.824,1.0,5.2,3.9,0.7,0.2,2.1,2.4,10.9,80,218.0
Mike Miller,2010.0,30.0,MIA,SG,41.0,2.0,20.4,0.401,0.364,0.452,0.507,0.676,0.9,3.6,1.2,0.5,0.0,1.0,2.1,5.6,80,218.0
Mike Miller,2011.0,31.0,MIA,SG,39.0,2.0,19.3,0.435,0.453,0.413,0.562,0.4,0.6,2.7,1.1,0.4,0.2,0.8,1.5,6.1,80,218.0
Mike Miller,2012.0,32.0,MIA,SF,59.0,17.0,15.3,0.433,0.417,0.482,0.591,0.727,0.3,2.4,1.7,0.4,0.1,0.6,1.1,4.8,80,218.0
Mike Miller,2013.0,33.0,MEM,SF,82.0,4.0,20.8,0.481,0.459,0.505,0.602,0.821,0.4,2.2,1.6,0.3,0.1,0.9,1.2,7.1,80,218.0
Mike Miller,2014.0,34.0,CLE,SF,52.0,15.0,13.5,0.325,0.327,0.313,0.465,0.75,0.1,1.7,0.9,0.3,0.1,0.4,1.4,2.1,80,218.0
Mike Miller,2015.0,35.0,DEN,SF,47.0,2.0,7.9,0.355,0.365,0.3,0.508,0.0,0.1,1.0,0.9,0.3,0.1,0.4,1.1,1.3,80,218.0
Mike Miller,2016.0,36.0,DEN,SF,20.0,0.0,7.6,0.391,0.4,0.333,0.565,1.0,0.1,1.8,1.1,0.1,0.0,0.7,0.5,1.4,80,218.0
Quincy Miller,2012.0,20.0,DEN,PF,7.0,0.0,3.7,0.333,0.0,0.364,0.333,0.5,0.1,0.1,0.4,0.1,0.0,0.1,0.4,1.3,81,210.0
Quincy Miller,2013.0,21.0,DEN,PF,52.0,16.0,15.2,0.367,0.319,0.395,0.426,0.709,0.7,2.1,0.5,0.4,0.6,0.9,1.3,4.9,81,210.0
Quincy Miller,2014.0,22.0,SAC,PF,6.0,0.0,10.2,0.222,0.143,0.273,0.25,0.727,0.3,1.7,0.5,1.0,0.5,0.5,0.7,2.8,81,210.0
Quincy Miller,2014.0,22.0,DET,PF,4.0,0.0,14.5,0.25,0.182,0.333,0.3,0.0,0.5,1.5,1.3,0.3,0.5,0.5,1.3,3.0,81,210.0
Patty Mills,2009.0,21.0,POR,PG,10.0,0.0,3.8,0.417,0.5,0.4,0.458,0.571,0.1,0.1,0.5,0.0,0.0,0.4,0.6,2.6,72,180.0
Patty Mills,2010.0,22.0,POR,PG,64.0,0.0,12.2,0.412,0.353,0.451,0.483,0.766,0.3,0.5,1.7,0.4,0.0,1.0,1.0,5.5,72,180.0
Patty Mills,2011.0,23.0,SAS,PG,16.0,3.0,16.3,0.485,0.429,0.527,0.577,1.0,0.3,1.5,2.4,0.6,0.1,1.6,0.9,10.3,72,180.0
Patty Mills,2012.0,24.0,SAS,PG,58.0,2.0,11.3,0.469,0.4,0.55,0.577,0.842,0.2,0.7,1.1,0.4,0.1,0.7,0.9,5.1,72,180.0
Patty Mills,2013.0,25.0,SAS,PG,81.0,2.0,18.9,0.464,0.425,0.5,0.565,0.89,0.4,1.7,1.8,0.8,0.1,0.8,1.4,10.2,72,180.0
Patty Mills,2014.0,26.0,SAS,PG,51.0,0.0,15.7,0.381,0.341,0.429,0.473,0.825,0.4,1.1,1.7,0.5,0.0,0.7,1.1,6.9,72,180.0
Patty Mills,2015.0,27.0,SAS,PG,81.0,3.0,20.5,0.425,0.384,0.469,0.525,0.81,0.3,1.6,2.8,0.7,0.1,0.9,1.3,8.5,72,180.0
Patty Mills,2016.0,28.0,SAS,PG,80.0,8.0,21.9,0.44,0.414,0.474,0.558,0.825,0.3,1.5,3.5,0.8,0.0,1.3,1.4,9.5,72,180.0
Patty Mills,2017.0,29.0,SAS,PG,82.0,36.0,25.7,0.411,0.372,0.47,0.523,0.89,0.3,1.6,2.8,0.7,0.1,1.3,1.6,10.0,72,180.0
Elijah Millsap,2014.0,27.0,UTA,SG,47.0,5.0,19.7,0.34,0.311,0.358,0.399,0.674,0.6,2.6,1.2,1.2,0.3,1.4,2.6,5.3,78,225.0
Elijah Millsap,2015.0,28.0,UTA,SG,20.0,0.0,8.7,0.282,0.083,0.37,0.295,0.722,0.3,1.5,1.0,0.4,0.2,0.5,1.7,1.8,78,225.0
Elijah Millsap,2016.0,29.0,PHO,SG,2.0,0.0,11.5,0.143,0.0,0.2,0.143,0.5,1.5,1.5,0.5,0.0,0.0,1.0,1.0,1.5,78,225.0
Paul Millsap,2008.0,23.0,UTA,PF,76.0,38.0,30.1,0.534,0.0,0.537,0.534,0.699,3.3,5.3,1.8,1.0,1.0,1.7,3.8,13.5,80,246.0
Paul Millsap,2009.0,24.0,UTA,PF,82.0,8.0,27.8,0.538,0.111,0.543,0.538,0.693,2.3,4.5,1.6,0.8,1.2,1.4,3.5,11.6,80,246.0
Paul Millsap,2010.0,25.0,UTA,PF,76.0,76.0,34.3,0.531,0.391,0.535,0.536,0.757,2.2,5.5,2.5,1.4,0.9,1.9,3.6,17.3,80,246.0
Paul Millsap,2011.0,26.0,UTA,PF,64.0,62.0,32.8,0.495,0.226,0.505,0.499,0.792,2.8,6.0,2.3,1.8,0.8,1.8,3.5,16.6,80,246.0
Paul Millsap,2012.0,27.0,UTA,PF,78.0,78.0,30.4,0.49,0.333,0.498,0.498,0.742,2.3,4.8,2.6,1.3,1.0,1.8,3.0,14.6,80,246.0
Paul Millsap,2013.0,28.0,ATL,PF,74.0,73.0,33.5,0.461,0.358,0.487,0.498,0.731,2.1,6.4,3.1,1.7,1.1,2.5,2.8,17.9,80,246.0
Paul Millsap,2014.0,29.0,ATL,PF,73.0,73.0,32.7,0.476,0.356,0.513,0.518,0.757,1.9,5.9,3.1,1.8,0.9,2.3,2.8,16.7,80,246.0
Paul Millsap,2015.0,30.0,ATL,PF,81.0,81.0,32.7,0.47,0.319,0.512,0.505,0.757,2.4,6.6,3.3,1.8,1.7,2.4,2.9,17.1,80,246.0
Paul Millsap,2016.0,31.0,ATL,PF,69.0,67.0,34.0,0.442,0.311,0.486,0.481,0.768,1.6,6.1,3.7,1.3,0.9,2.3,2.7,18.1,80,246.0
Paul Millsap,2017.0,32.0,DEN,PF,38.0,37.0,30.1,0.464,0.345,0.506,0.509,0.696,1.7,4.7,2.8,1.0,1.2,1.9,2.6,14.6,80,246.0
Yao Ming,2008.0,28.0,HOU,C,77.0,77.0,33.6,0.548,1.0,0.548,0.549,0.866,2.6,7.2,1.8,0.4,1.9,3.0,3.3,19.7,90,310.0
Yao Ming,2010.0,30.0,HOU,C,5.0,5.0,18.2,0.486,0.0,0.486,0.486,0.938,1.4,4.0,0.8,0.0,1.6,1.4,2.6,10.2,90,310.0
Nikola Mirotic,2014.0,23.0,CHI,PF,82.0,3.0,20.2,0.405,0.316,0.495,0.485,0.803,0.8,4.2,1.2,0.7,0.7,1.1,2.1,10.2,82,250.0
Nikola Mirotic,2015.0,24.0,CHI,PF,66.0,38.0,24.9,0.407,0.39,0.43,0.518,0.807,0.9,4.6,1.5,0.9,0.7,1.5,2.3,11.8,82,250.0
Nikola Mirotic,2016.0,25.0,CHI,PF,70.0,15.0,24.0,0.413,0.342,0.52,0.516,0.773,0.9,4.6,1.1,0.8,0.8,1.1,1.8,10.6,82,250.0
Nikola Mirotic,2017.0,26.0,CHI,PF,25.0,3.0,24.9,0.474,0.429,0.525,0.588,0.823,0.7,5.6,1.6,0.6,0.5,1.2,1.8,16.8,82,250.0
Nikola Mirotic,2017.0,26.0,NOP,PF,30.0,11.0,29.1,0.427,0.335,0.524,0.513,0.81,1.4,6.8,1.4,1.0,0.9,1.0,2.1,14.6,82,250.0
