name,season,age,team_id,pos,g,gs,mp_per_g,fg_pct,fg3_pct,fg2_pct,efg_pct,ft_pct,orb_per_g,drb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,height,weight
Rasual Butler,2013.0,34.0,IND,SG,50.0,2.0,7.6,0.464,0.419,0.521,0.582,0.571,0.1,0.7,0.3,0.1,0.2,0.2,0.6,2.7,79,215.0
Rasual Butler,2014.0,35.0,WAS,SF,75.0,1.0,20.1,0.422,0.387,0.45,0.51,0.791,0.4,2.3,0.8,0.4,0.3,0.6,1.3,7.7,79,215.0
Rasual Butler,2015.0,36.0,SAS,SF,46.0,0.0,9.4,0.471,0.306,0.618,0.543,0.688,0.1,1.2,0.5,0.3,0.5,0.2,0.2,2.7,79,215.0
Dwight Buycks,2013.0,24.0,TOR,PG,14.0,0.0,10.4,0.313,0.294,0.323,0.365,0.889,0.3,1.4,0.7,0.6,0.0,0.7,0.8,3.1,75,190.0
Dwight Buycks,2014.0,25.0,LAL,PG,6.0,0.0,20.5,0.45,0.636,0.379,0.538,0.9,0.3,1.7,2.3,0.5,0.0,2.0,0.5,8.7,75,190.0
Dwight Buycks,2017.0,28.0,DET,PG,29.0,0.0,14.7,0.414,0.333,0.438,0.452,0.878,0.4,1.0,2.0,0.7,0.1,1.3,1.3,7.4,75,190.0
Derrick Byars,2011.0,27.0,SAS,PF,2.0,0.0,18.5,0.273,0.0,0.6,0.273,1.0,3.0,2.5,0.5,1.0,0.0,0.0,1.0,5.0,79,220.0
Andrew Bynum,2008.0,21.0,LAL,C,50.0,50.0,28.9,0.56,0.0,0.56,0.56,0.707,2.7,5.2,1.4,0.4,1.8,1.7,3.1,14.3,84,285.0
Andrew Bynum,2009.0,22.0,LAL,C,65.0,65.0,30.4,0.57,0.0,0.571,0.57,0.739,2.7,5.6,1.0,0.5,1.4,1.8,3.0,15.0,84,285.0
Andrew Bynum,2010.0,23.0,LAL,C,54.0,47.0,27.8,0.574,0.0,0.574,0.574,0.66,3.1,6.3,1.4,0.4,2.0,1.4,2.6,11.3,84,285.0
Andrew Bynum,2011.0,24.0,LAL,C,60.0,60.0,35.2,0.558,0.2,0.56,0.558,0.692,3.2,8.6,1.4,0.5,1.9,2.5,1.7,18.7,84,285.0
Andrew Bynum,2013.0,26.0,CLE,C,24.0,19.0,20.0,0.419,0.0,0.419,0.419,0.762,2.0,3.3,1.1,0.3,1.2,1.3,1.2,8.4,84,285.0
Andrew Bynum,2013.0,26.0,IND,C,2.0,0.0,18.0,0.409,0.0,0.409,0.409,0.714,3.0,6.5,1.0,0.0,0.5,2.0,1.5,11.5,84,285.0
Will Bynum,2008.0,26.0,DET,PG,57.0,1.0,14.1,0.456,0.158,0.474,0.461,0.798,0.3,1.0,2.8,0.6,0.0,1.3,1.5,7.2,72,185.0
Will Bynum,2009.0,27.0,DET,PG,63.0,20.0,26.5,0.444,0.218,0.47,0.455,0.798,0.4,1.9,4.5,0.9,0.1,1.8,2.3,10.0,72,185.0
Will Bynum,2010.0,28.0,DET,PG,61.0,5.0,18.4,0.448,0.32,0.466,0.468,0.836,0.2,1.0,3.2,0.9,0.1,1.4,1.9,7.9,72,185.0
Will Bynum,2011.0,29.0,DET,PG,36.0,0.0,14.3,0.381,0.241,0.406,0.399,0.766,0.3,1.3,1.8,0.6,0.1,1.5,1.7,5.7,72,185.0
Will Bynum,2012.0,30.0,DET,PG,65.0,0.0,18.8,0.469,0.316,0.494,0.491,0.809,0.4,1.1,3.6,0.7,0.1,1.9,2.0,9.8,72,185.0
Will Bynum,2013.0,31.0,DET,PG,56.0,3.0,18.8,0.428,0.323,0.446,0.451,0.802,0.4,1.3,3.9,0.7,0.1,1.8,2.2,8.7,72,185.0
Will Bynum,2014.0,32.0,WAS,SG,7.0,0.0,9.6,0.323,0.0,0.455,0.323,0.5,0.3,0.6,2.6,0.1,0.1,1.1,1.3,3.1,72,185.0
Bruno Caboclo,2014.0,19.0,TOR,SF,8.0,0.0,2.9,0.333,0.667,0.222,0.417,0.0,0.1,0.1,0.0,0.0,0.1,0.5,0.4,1.3,81,218.0
Bruno Caboclo,2015.0,20.0,TOR,SF,6.0,1.0,7.2,0.083,0.143,0.0,0.125,0.0,0.2,0.2,0.2,0.3,0.2,0.7,0.3,0.5,81,218.0
Bruno Caboclo,2016.0,21.0,TOR,SF,9.0,0.0,4.4,0.375,0.333,0.4,0.438,0.0,0.6,0.6,0.4,0.2,0.1,0.2,0.4,1.6,81,218.0
Bruno Caboclo,2017.0,22.0,TOR,SF,2.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,81,218.0
Bruno Caboclo,2017.0,22.0,SAC,SF,10.0,0.0,10.0,0.31,0.2,0.429,0.362,0.833,0.7,1.4,0.3,0.2,0.4,0.4,0.7,2.6,81,218.0
Nick Calathes,2013.0,24.0,MEM,SG,71.0,7.0,16.5,0.457,0.311,0.492,0.487,0.611,0.3,1.6,2.9,0.9,0.1,1.4,1.6,4.9,78,213.0
Nick Calathes,2014.0,25.0,MEM,SG,58.0,0.0,14.4,0.421,0.256,0.456,0.443,0.533,0.3,1.5,2.5,1.1,0.1,1.1,1.7,4.2,78,213.0
Jose Calderon,2008.0,27.0,TOR,PG,68.0,68.0,34.3,0.497,0.406,0.538,0.561,0.981,0.2,2.6,8.9,1.1,0.1,2.1,1.7,12.8,75,200.0
Jose Calderon,2009.0,28.0,TOR,PG,68.0,39.0,26.7,0.482,0.398,0.519,0.542,0.798,0.3,1.8,5.9,0.7,0.1,1.5,2.0,10.3,75,200.0
Jose Calderon,2010.0,29.0,TOR,PG,68.0,55.0,30.9,0.44,0.365,0.466,0.487,0.854,0.4,2.5,8.9,1.2,0.1,2.2,2.1,9.8,75,200.0
Jose Calderon,2011.0,30.0,TOR,PG,53.0,53.0,33.9,0.457,0.371,0.5,0.519,0.882,0.4,2.7,8.8,0.9,0.1,2.0,1.8,10.5,75,200.0
Jose Calderon,2012.0,31.0,TOR,PG,45.0,30.0,28.3,0.47,0.429,0.505,0.569,0.904,0.3,2.0,7.4,0.6,0.1,1.7,1.3,11.1,75,200.0
Jose Calderon,2012.0,31.0,DET,PG,28.0,28.0,31.7,0.527,0.52,0.532,0.635,0.893,0.2,2.3,6.6,1.1,0.1,1.8,1.5,11.6,75,200.0
Jose Calderon,2013.0,32.0,DAL,PG,81.0,81.0,30.5,0.456,0.449,0.464,0.584,0.825,0.4,2.0,4.7,0.9,0.1,1.3,1.7,11.4,75,200.0
Jose Calderon,2014.0,33.0,NYK,PG,42.0,42.0,30.2,0.415,0.415,0.415,0.499,0.906,0.5,2.5,4.7,0.7,0.0,1.8,1.8,9.1,75,200.0
Jose Calderon,2015.0,34.0,NYK,PG,72.0,72.0,28.1,0.459,0.414,0.496,0.552,0.875,0.3,2.9,4.1,0.9,0.1,1.2,1.9,7.6,75,200.0
Jose Calderon,2016.0,35.0,LAL,PG,24.0,11.0,12.2,0.416,0.353,0.465,0.494,1.0,0.3,1.4,2.1,0.3,0.0,1.1,0.9,3.3,75,200.0
Jose Calderon,2016.0,35.0,ATL,PG,17.0,2.0,14.5,0.404,0.267,0.556,0.474,0.875,0.4,1.5,2.2,0.2,0.0,0.9,0.8,3.6,75,200.0
Jose Calderon,2017.0,36.0,CLE,PG,57.0,32.0,16.0,0.503,0.464,0.545,0.624,0.8,0.2,1.2,2.1,0.5,0.0,0.7,1.4,4.5,75,200.0
Kentavious Caldwell-Pope,2013.0,20.0,DET,SG,80.0,41.0,19.8,0.396,0.319,0.447,0.46,0.77,0.5,1.5,0.7,0.9,0.2,0.4,1.8,5.9,77,205.0
Kentavious Caldwell-Pope,2014.0,21.0,DET,SG,82.0,82.0,31.5,0.401,0.345,0.449,0.48,0.696,0.6,2.5,1.3,1.1,0.2,1.1,2.0,12.7,77,205.0
Kentavious Caldwell-Pope,2015.0,22.0,DET,SG,76.0,76.0,36.7,0.42,0.309,0.489,0.479,0.811,0.9,2.8,1.8,1.4,0.2,1.4,2.2,14.5,77,205.0
Kentavious Caldwell-Pope,2016.0,23.0,DET,SG,76.0,75.0,33.3,0.399,0.35,0.442,0.481,0.832,0.7,2.5,2.5,1.2,0.2,1.1,1.6,13.8,77,205.0
Kentavious Caldwell-Pope,2017.0,24.0,LAL,SG,74.0,74.0,33.2,0.426,0.383,0.473,0.526,0.789,0.8,4.4,2.2,1.4,0.2,1.3,2.0,13.4,77,205.0
Marcus Camby,2008.0,34.0,LAC,C,62.0,55.0,31.0,0.512,0.25,0.514,0.513,0.725,2.6,8.5,2.0,0.8,2.1,1.5,2.1,10.3,83,220.0
Marcus Camby,2009.0,35.0,LAC,PF,51.0,51.0,31.3,0.466,0.333,0.469,0.469,0.659,3.3,8.8,3.0,1.4,1.9,1.3,2.1,7.7,83,220.0
Marcus Camby,2009.0,35.0,POR,C,23.0,23.0,31.2,0.497,0.0,0.5,0.497,0.581,3.6,7.5,1.5,1.1,2.0,1.2,2.4,7.0,83,220.0
Marcus Camby,2010.0,36.0,POR,C,59.0,51.0,26.1,0.398,0.0,0.399,0.398,0.614,3.1,7.2,2.1,0.7,1.6,1.1,2.4,4.7,83,220.0
Marcus Camby,2011.0,37.0,POR,C,40.0,40.0,22.4,0.416,0.0,0.416,0.416,0.474,2.6,6.2,1.9,0.8,1.4,1.2,2.2,3.8,83,220.0
Marcus Camby,2011.0,37.0,HOU,C,19.0,13.0,24.1,0.484,0.4,0.488,0.492,0.423,2.7,6.5,1.7,0.9,1.5,0.5,2.0,7.1,83,220.0
Marcus Camby,2012.0,38.0,NYK,PF,24.0,4.0,10.4,0.321,0.0,0.321,0.321,0.421,1.0,2.3,0.6,0.3,0.6,0.6,1.2,1.8,83,220.0
Isaiah Canaan,2013.0,22.0,HOU,PG,22.0,0.0,11.5,0.356,0.327,0.406,0.46,0.724,0.3,0.8,1.0,0.4,0.2,1.0,1.1,4.6,72,201.0
Isaiah Canaan,2014.0,23.0,HOU,PG,25.0,9.0,14.8,0.405,0.381,0.447,0.527,0.762,0.4,0.9,1.2,0.6,0.0,0.9,1.1,6.2,72,201.0
Isaiah Canaan,2014.0,23.0,PHI,PG,22.0,12.0,25.9,0.377,0.364,0.4,0.496,0.846,0.3,2.1,3.1,0.7,0.1,1.8,2.5,12.6,72,201.0
Isaiah Canaan,2015.0,24.0,PHI,SG,77.0,39.0,25.5,0.36,0.363,0.354,0.482,0.833,0.3,2.0,1.8,0.7,0.2,1.2,1.7,11.0,72,201.0
Isaiah Canaan,2016.0,25.0,CHI,SG,39.0,0.0,15.2,0.364,0.266,0.481,0.436,0.909,0.2,1.1,0.9,0.6,0.0,0.5,0.9,4.6,72,201.0
Isaiah Canaan,2017.0,26.0,HOU,SG,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72,201.0
Isaiah Canaan,2017.0,26.0,PHO,PG,19.0,1.0,22.0,0.382,0.333,0.429,0.463,0.902,0.3,2.0,4.0,0.8,0.1,1.5,1.9,9.1,72,201.0
Clint Capela,2014.0,20.0,HOU,C,12.0,0.0,7.5,0.483,0.0,0.483,0.483,0.174,0.8,2.2,0.2,0.1,0.8,0.4,1.2,2.7,82,240.0
Clint Capela,2015.0,21.0,HOU,C,77.0,35.0,19.1,0.582,0.0,0.583,0.582,0.379,2.5,3.9,0.6,0.8,1.2,0.8,2.5,7.0,82,240.0
Clint Capela,2016.0,22.0,HOU,C,65.0,59.0,23.9,0.643,0.0,0.643,0.643,0.531,2.7,5.4,1.0,0.5,1.2,1.3,2.8,12.6,82,240.0
Clint Capela,2017.0,23.0,HOU,C,74.0,74.0,27.5,0.652,0.0,0.653,0.652,0.56,3.3,7.6,0.9,0.8,1.9,1.4,2.5,13.9,82,240.0
Derrick Caracter,2010.0,22.0,LAL,C,41.0,0.0,5.2,0.485,0.0,0.485,0.485,0.739,0.5,0.6,0.2,0.1,0.2,0.5,1.1,2.0,81,275.0
Brian Cardinal,2008.0,31.0,MIN,PF,64.0,4.0,14.2,0.385,0.326,0.455,0.473,0.857,0.6,1.6,1.2,0.6,0.2,0.8,2.1,3.0,80,245.0
Brian Cardinal,2009.0,32.0,MIN,PF,29.0,0.0,9.2,0.389,0.333,0.407,0.431,0.944,0.2,0.8,0.8,0.3,0.1,0.2,1.9,1.7,80,245.0
Brian Cardinal,2010.0,33.0,DAL,SF,56.0,4.0,11.0,0.43,0.483,0.077,0.64,0.944,0.2,0.9,0.7,0.4,0.1,0.3,1.5,2.6,80,245.0
Brian Cardinal,2011.0,34.0,DAL,SF,44.0,0.0,6.3,0.255,0.204,0.667,0.345,0.833,0.1,0.7,0.4,0.2,0.0,0.2,0.9,1.0,80,245.0
Rodney Carney,2008.0,24.0,MIN,SG,67.0,6.0,17.9,0.416,0.35,0.492,0.509,0.758,0.5,1.3,0.4,0.7,0.4,0.6,1.4,7.2,79,205.0
Rodney Carney,2009.0,25.0,PHI,SG,68.0,0.0,12.6,0.401,0.304,0.49,0.473,0.825,0.4,1.6,0.5,0.4,0.3,0.3,1.2,4.7,79,205.0
Rodney Carney,2010.0,26.0,GSW,SF,25.0,1.0,13.2,0.421,0.459,0.4,0.5,0.667,0.5,1.4,0.4,0.4,0.2,0.6,1.3,5.0,79,205.0
Rodney Carney,2010.0,26.0,MEM,SF,2.0,0.0,2.5,0.333,0.0,0.5,0.333,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,79,205.0
DeMarre Carroll,2009.0,23.0,MEM,SF,71.0,1.0,11.2,0.396,0.0,0.407,0.396,0.623,0.7,1.4,0.5,0.4,0.1,0.3,1.5,2.9,80,215.0
DeMarre Carroll,2010.0,24.0,MEM,PF,7.0,0.0,5.6,0.444,0.0,0.444,0.444,1.0,0.3,0.9,0.3,0.1,0.1,0.0,0.7,1.4,80,215.0
DeMarre Carroll,2010.0,24.0,HOU,PF,5.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,80,215.0
DeMarre Carroll,2011.0,25.0,DEN,PF,4.0,0.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,0.8,0.8,0.0,0.0,0.5,0.3,3.0,80,215.0
DeMarre Carroll,2011.0,25.0,UTA,SF,20.0,9.0,16.4,0.374,0.368,0.375,0.409,0.875,1.4,1.1,0.8,0.6,0.1,0.5,1.8,4.8,80,215.0
DeMarre Carroll,2012.0,26.0,UTA,SF,66.0,12.0,16.8,0.46,0.286,0.508,0.491,0.765,1.3,1.5,0.9,0.9,0.4,0.5,1.8,6.0,80,215.0
DeMarre Carroll,2013.0,27.0,ATL,SF,73.0,73.0,32.1,0.47,0.362,0.548,0.546,0.773,1.5,4.1,1.8,1.5,0.3,1.1,2.6,11.1,80,215.0
DeMarre Carroll,2014.0,28.0,ATL,SF,70.0,69.0,31.3,0.487,0.395,0.567,0.579,0.702,1.4,3.9,1.7,1.3,0.2,1.1,2.2,12.6,80,215.0
DeMarre Carroll,2015.0,29.0,TOR,SF,26.0,22.0,30.2,0.389,0.39,0.388,0.474,0.6,1.2,3.5,1.0,1.7,0.2,1.1,2.4,11.0,80,215.0
DeMarre Carroll,2016.0,30.0,TOR,SF,72.0,72.0,26.1,0.4,0.341,0.483,0.499,0.761,0.9,2.9,1.0,1.1,0.4,0.8,2.0,8.9,80,215.0
DeMarre Carroll,2017.0,31.0,BRK,SF,73.0,73.0,29.9,0.414,0.371,0.457,0.506,0.764,1.4,5.1,2.0,0.8,0.4,1.4,2.3,13.5,80,215.0
Matt Carroll,2008.0,28.0,CHA,SG,34.0,10.0,14.0,0.406,0.267,0.473,0.449,0.789,0.1,1.5,0.7,0.5,0.1,0.8,1.6,4.1,78,212.0
Matt Carroll,2008.0,28.0,DAL,SG,21.0,0.0,6.7,0.273,0.125,0.32,0.288,1.0,0.1,0.6,0.1,0.1,0.0,0.3,0.7,1.2,78,212.0
Matt Carroll,2009.0,29.0,DAL,SG,25.0,0.0,4.8,0.36,0.211,0.452,0.4,1.0,0.2,0.3,0.2,0.2,0.0,0.3,0.5,1.8,78,212.0
Matt Carroll,2010.0,30.0,CHA,SG,54.0,1.0,10.8,0.447,0.37,0.471,0.49,0.769,0.2,1.0,0.4,0.3,0.1,0.4,0.8,4.4,78,212.0
Matt Carroll,2011.0,31.0,CHA,SG,53.0,2.0,11.2,0.331,0.186,0.386,0.357,0.789,0.2,0.9,0.7,0.3,0.1,0.5,1.0,2.7,78,212.0
Matt Carroll,2012.0,32.0,CHA,SG,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,78,212.0
Anthony Carter,2008.0,33.0,DEN,PG,78.0,5.0,22.9,0.433,0.239,0.49,0.46,0.731,0.5,2.1,4.7,1.2,0.2,2.0,1.8,5.3,73,190.0
Anthony Carter,2009.0,34.0,DEN,PG,54.0,7.0,15.9,0.42,0.27,0.5,0.467,0.846,0.3,1.3,3.0,0.7,0.2,1.1,1.3,3.3,73,190.0
Anthony Carter,2010.0,35.0,DEN,PG,14.0,0.0,10.9,0.333,0.333,0.333,0.4,1.0,0.0,0.9,1.9,0.6,0.1,1.0,1.4,1.9,73,190.0
Anthony Carter,2010.0,35.0,NYK,PG,19.0,0.0,16.3,0.461,0.286,0.563,0.513,1.0,0.4,1.7,2.3,0.9,0.3,1.3,1.6,4.4,73,190.0
Anthony Carter,2011.0,36.0,TOR,PG,24.0,0.0,8.7,0.321,0.294,0.333,0.368,0.8,0.2,1.2,1.4,0.3,0.2,0.7,0.8,2.0,73,190.0
Vince Carter,2008.0,32.0,NJN,SG,80.0,80.0,36.8,0.437,0.385,0.459,0.493,0.817,0.9,4.2,4.7,1.0,0.5,2.1,2.9,20.8,78,220.0
Vince Carter,2009.0,33.0,ORL,SG,75.0,74.0,30.8,0.428,0.367,0.456,0.486,0.84,0.4,3.5,3.1,0.7,0.2,1.4,2.5,16.6,78,220.0
Vince Carter,2010.0,34.0,ORL,SG,22.0,22.0,30.2,0.47,0.346,0.521,0.521,0.747,0.5,3.6,2.9,0.9,0.1,1.6,3.2,15.1,78,220.0
Vince Carter,2010.0,34.0,PHO,SG,51.0,41.0,27.2,0.422,0.366,0.458,0.494,0.735,0.8,2.8,1.6,0.9,0.3,1.1,2.4,13.5,78,220.0
Vince Carter,2011.0,35.0,DAL,SG,61.0,40.0,25.3,0.411,0.361,0.442,0.48,0.826,0.5,2.8,2.3,0.9,0.4,1.4,2.2,10.1,78,220.0
Vince Carter,2012.0,36.0,DAL,SF,81.0,3.0,25.8,0.435,0.406,0.461,0.53,0.816,0.7,3.4,2.4,0.9,0.5,1.3,2.8,13.4,78,220.0
Vince Carter,2013.0,37.0,DAL,SG,81.0,0.0,24.4,0.407,0.394,0.418,0.497,0.821,0.8,2.7,2.6,0.8,0.4,1.3,2.6,11.9,78,220.0
Vince Carter,2014.0,38.0,MEM,SG,66.0,1.0,16.5,0.333,0.297,0.379,0.417,0.789,0.4,1.6,1.2,0.7,0.2,0.7,1.5,5.8,78,220.0
Vince Carter,2015.0,39.0,MEM,SG,60.0,3.0,16.8,0.388,0.349,0.425,0.474,0.833,0.5,1.9,0.9,0.6,0.3,0.6,1.7,6.6,78,220.0
Vince Carter,2016.0,40.0,MEM,SF,73.0,15.0,24.6,0.394,0.378,0.418,0.508,0.765,0.5,2.6,1.8,0.8,0.5,0.7,2.2,8.0,78,220.0
Vince Carter,2017.0,41.0,SAC,SF,58.0,5.0,17.7,0.403,0.345,0.483,0.504,0.757,0.3,2.2,1.2,0.7,0.4,0.6,1.7,5.4,78,220.0
Michael Carter-Williams,2013.0,22.0,PHI,PG,70.0,70.0,34.5,0.405,0.264,0.44,0.431,0.703,1.4,4.8,6.3,1.9,0.6,3.5,3.0,16.7,78,190.0
Michael Carter-Williams,2014.0,23.0,PHI,PG,41.0,38.0,33.9,0.38,0.256,0.412,0.406,0.643,1.0,5.1,7.4,1.5,0.4,4.2,2.5,15.0,78,190.0
Michael Carter-Williams,2014.0,23.0,MIL,PG,25.0,25.0,30.3,0.429,0.143,0.457,0.435,0.78,0.8,3.1,5.6,2.0,0.5,3.2,2.6,14.1,78,190.0
Michael Carter-Williams,2015.0,24.0,MIL,PG,54.0,37.0,30.5,0.452,0.273,0.472,0.466,0.654,0.9,4.2,5.2,1.5,0.8,2.8,3.0,11.5,78,190.0
Michael Carter-Williams,2016.0,25.0,CHI,PG,45.0,19.0,18.8,0.366,0.234,0.401,0.391,0.753,0.5,2.9,2.5,0.8,0.5,1.5,2.3,6.6,78,190.0
Michael Carter-Williams,2017.0,26.0,CHO,PG,52.0,2.0,16.1,0.332,0.237,0.365,0.362,0.82,0.7,1.9,2.2,0.8,0.4,1.0,1.9,4.6,78,190.0
Alex Caruso,2017.0,23.0,LAL,PG,37.0,7.0,15.2,0.431,0.302,0.507,0.487,0.7,0.4,1.4,2.0,0.6,0.3,1.1,1.4,3.6,77,186.0
Omri Casspi,2009.0,21.0,SAC,SF,77.0,31.0,25.1,0.446,0.369,0.48,0.502,0.672,1.0,3.6,1.2,0.7,0.2,1.3,1.6,10.3,81,225.0
Omri Casspi,2010.0,22.0,SAC,SF,71.0,27.0,24.0,0.412,0.372,0.445,0.496,0.673,1.0,3.3,1.0,0.8,0.2,1.0,1.6,8.6,81,225.0
Omri Casspi,2011.0,23.0,CLE,SF,65.0,35.0,20.6,0.403,0.315,0.463,0.467,0.685,1.0,2.5,1.0,0.6,0.3,1.0,1.8,7.1,81,225.0
Omri Casspi,2012.0,24.0,CLE,SF,43.0,1.0,11.7,0.394,0.329,0.452,0.472,0.537,0.5,2.2,0.7,0.6,0.3,0.5,1.0,4.0,81,225.0
Omri Casspi,2013.0,25.0,HOU,PF,71.0,2.0,18.1,0.422,0.347,0.479,0.496,0.68,0.8,2.9,1.2,0.6,0.2,1.0,1.4,6.9,81,225.0
Omri Casspi,2014.0,26.0,SAC,SF,67.0,19.0,21.1,0.489,0.402,0.512,0.53,0.733,0.8,3.1,1.5,0.5,0.1,1.3,1.6,8.9,81,225.0
Omri Casspi,2015.0,27.0,SAC,PF,69.0,21.0,27.2,0.481,0.409,0.537,0.571,0.648,0.8,5.1,1.4,0.8,0.2,1.4,2.2,11.8,81,225.0
Omri Casspi,2016.0,28.0,SAC,PF,22.0,2.0,18.0,0.453,0.379,0.477,0.5,0.571,0.9,3.2,1.2,0.5,0.0,0.8,1.0,5.9,81,225.0
Omri Casspi,2016.0,28.0,NOP,PF,1.0,0.0,24.0,0.556,0.5,0.6,0.667,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,12.0,81,225.0
Omri Casspi,2016.0,28.0,MIN,PF,13.0,0.0,17.1,0.5,0.2,0.607,0.526,0.625,0.5,1.1,0.8,1.0,0.2,0.8,1.8,3.5,81,225.0
Omri Casspi,2017.0,29.0,GSW,SF,53.0,7.0,14.0,0.58,0.455,0.595,0.604,0.725,0.6,3.2,1.0,0.3,0.4,0.7,1.3,5.7,81,225.0
Willie Cauley-Stein,2015.0,22.0,SAC,C,66.0,39.0,21.4,0.563,0.0,0.567,0.563,0.648,2.0,3.3,0.6,0.7,1.0,0.7,2.2,7.0,84,240.0
Willie Cauley-Stein,2016.0,23.0,SAC,C,75.0,21.0,18.9,0.53,0.0,0.532,0.53,0.669,1.1,3.4,1.1,0.7,0.6,0.9,2.0,8.1,84,240.0
Willie Cauley-Stein,2017.0,24.0,SAC,C,73.0,58.0,28.0,0.502,0.25,0.506,0.504,0.619,1.8,5.2,2.4,1.1,0.9,1.5,2.5,12.8,84,240.0
Tyler Cavanaugh,2017.0,23.0,ATL,PF,39.0,1.0,13.3,0.441,0.36,0.556,0.546,0.81,1.2,2.1,0.7,0.2,0.1,0.4,1.6,4.7,81,238.0
Mario Chalmers,2008.0,22.0,MIA,PG,82.0,82.0,32.0,0.42,0.367,0.467,0.506,0.767,0.5,2.3,4.9,2.0,0.1,2.0,2.9,10.0,74,190.0
Mario Chalmers,2009.0,23.0,MIA,PG,73.0,22.0,24.8,0.401,0.318,0.491,0.483,0.745,0.3,1.5,3.4,1.2,0.2,1.7,2.4,7.1,74,190.0
Mario Chalmers,2010.0,24.0,MIA,PG,70.0,28.0,22.6,0.399,0.359,0.459,0.506,0.871,0.2,1.9,2.5,1.1,0.1,1.3,2.3,6.4,74,190.0
Mario Chalmers,2011.0,25.0,MIA,PG,64.0,64.0,28.5,0.448,0.388,0.513,0.549,0.792,0.3,2.4,3.5,1.5,0.2,2.2,2.6,9.8,74,190.0
Mario Chalmers,2012.0,26.0,MIA,PG,77.0,77.0,26.9,0.429,0.409,0.456,0.545,0.795,0.2,2.0,3.5,1.5,0.2,1.5,2.5,8.6,74,190.0
Mario Chalmers,2013.0,27.0,MIA,PG,73.0,73.0,29.8,0.454,0.385,0.5,0.531,0.742,0.6,2.4,4.9,1.6,0.2,2.2,2.9,9.8,74,190.0
Mario Chalmers,2014.0,28.0,MIA,PG,80.0,37.0,29.6,0.403,0.294,0.467,0.458,0.774,0.3,2.3,3.8,1.5,0.1,2.2,3.1,10.2,74,190.0
Mario Chalmers,2015.0,29.0,MIA,PG,6.0,0.0,20.0,0.313,0.091,0.429,0.328,0.923,0.2,2.2,3.2,1.3,0.2,1.5,2.7,5.5,74,190.0
Mario Chalmers,2015.0,29.0,MEM,PG,55.0,7.0,22.8,0.417,0.326,0.464,0.472,0.827,0.4,2.2,3.8,1.5,0.2,1.8,3.0,10.8,74,190.0
Mario Chalmers,2017.0,31.0,MEM,PG,66.0,10.0,21.5,0.379,0.277,0.456,0.439,0.855,0.2,2.2,3.0,1.2,0.2,1.8,2.7,7.7,74,190.0
Tyson Chandler,2008.0,26.0,NOH,C,45.0,45.0,32.1,0.565,0.0,0.565,0.565,0.579,3.6,5.1,0.5,0.3,1.2,1.6,3.2,8.8,85,240.0
Tyson Chandler,2009.0,27.0,CHA,C,51.0,27.0,22.8,0.574,0.0,0.574,0.574,0.732,2.2,4.0,0.3,0.3,1.1,1.8,2.7,6.5,85,240.0
Tyson Chandler,2010.0,28.0,DAL,C,74.0,74.0,27.8,0.654,0.0,0.654,0.654,0.732,2.8,6.6,0.4,0.5,1.1,1.2,3.2,10.1,85,240.0
Tyson Chandler,2011.0,29.0,NYK,C,62.0,62.0,33.2,0.679,0.0,0.683,0.679,0.689,3.4,6.5,0.9,0.9,1.4,1.6,3.0,11.3,85,240.0
Tyson Chandler,2012.0,30.0,NYK,C,66.0,66.0,32.8,0.638,0.0,0.638,0.638,0.694,4.1,6.6,0.9,0.6,1.1,1.3,2.8,10.4,85,240.0
Tyson Chandler,2013.0,31.0,NYK,C,55.0,55.0,30.2,0.593,0.0,0.595,0.593,0.632,2.9,6.7,1.1,0.7,1.1,1.3,2.6,8.7,85,240.0
Tyson Chandler,2014.0,32.0,DAL,C,75.0,75.0,30.5,0.666,0.0,0.666,0.666,0.72,3.9,7.6,1.1,0.6,1.2,1.4,2.3,10.3,85,240.0
Tyson Chandler,2015.0,33.0,PHO,C,66.0,60.0,24.5,0.583,0.0,0.585,0.583,0.62,2.7,6.1,1.0,0.5,0.7,1.4,2.2,7.2,85,240.0
Tyson Chandler,2016.0,34.0,PHO,C,47.0,46.0,27.6,0.671,0.0,0.671,0.671,0.734,3.3,8.2,0.6,0.7,0.5,1.4,2.7,8.4,85,240.0
Tyson Chandler,2017.0,35.0,PHO,C,46.0,46.0,25.0,0.647,0.0,0.647,0.647,0.624,2.9,6.2,1.2,0.3,0.6,1.3,2.3,6.5,85,240.0
